@relation '1988_14col.small.data'

@attribute DayofWeek numeric
@attribute CRSDepTime numeric
@attribute UniqueCarrier {UA,DL,CO,EA,NW,AA,US,TW,PA}
@attribute FlightNum {899.0,357.0,341.0,581.0,902.0,931.0,563.0,951.0,1095.0,1021.0,901.0,1536.0,264.0,900.0,773.0,509.0,1185.0,707.0,1298.0,1144.0,1280.0,985.0,1465.0,152.0,1579.0,769.0,1401.0,1286.0,206.0,1552.0,180.0,670.0,1815.0,1094.0,591.0,879.0,1062.0,584.0,1581.0,904.0,671.0,746.0,50.0,51.0,272.0,862.0,1470.0,699.0,52.0,1428.0,903.0,141.0,76.0,890.0,271.0,21.0,77.0,801.0,151.0,160.0,1605.0,1461.0,343.0,1237.0,1810.0,905.0,439.0,290.0,1819.0,1023.0,1132.0,1553.0,1423.0,1577.0,330.0,483.0,158.0,162.0,270.0,778.0,155.0,705.0,906.0,1402.0,1451.0,700.0,1140.0,1555.0,1267.0,258.0,1621.0,200.0,1571.0,1291.0,652.0,1294.0,164.0,1450.0,1043.0,1619.0,54.0,910.0,909.0,195.0,1099.0,1064.0,172.0,157.0,539.0,182.0,1184.0,872.0,20.0,192.0,177.0,131.0,340.0,1403.0,1092.0,586.0,741.0,476.0,1554.0,567.0,819.0,1427.0,146.0,345.0,338.0,1068.0,267.0,1816.0,612.0,541.0,353.0,1675.0,194.0,898.0,344.0,582.0,1614.0,914.0,1224.0,1154.0,236.0,1601.0,1476.0,1145.0,467.0,1812.0,399.0,674.0,888.0,735.0,1007.0,1238.0,1404.0,916.0,1263.0,116.0,1575.0,1572.0,1405.0,622.0,1025.0,863.0,165.0,847.0,55.0,1441.0,1149.0,559.0,480.0,891.0,1090.0,161.0,1425.0,154.0,1811.0,1637.0,347.0,718.0,184.0,932.0,254.0,203.0,848.0,33.0,504.0,1477.0,919.0,121.0,1559.0,1027.0,897.0,1505.0,1561.0,698.0,190.0,1479.0,549.0,197.0,710.0,167.0,883.0,472.0,785.0,964.0,921.0,800.0,664.0,918.0,562.0,1066.0,59.0,597.0,896.0,1073.0,1059.0,1400.0,79.0,342.0,1258.0,630.0,601.0,1257.0,251.0,191.0,78.0,1052.0,36.0,252.0,1712.0,1422.0,839.0,57.0,574.0,917.0,277.0,75.0,946.0,346.0,1089.0,939.0,755.0,576.0,16.0,1662.0,845.0,273.0,1797.0,907.0,908.0,915.0,173.0,174.0,1573.0,844.0,92.0,97.0,548.0,665.0,654.0,568.0,640.0,797.0,631.0,1299.0,1252.0,1000.0,268.0,401.0,962.0,175.0,948.0,1283.0,112.0,283.0,1002.0,449.0,1127.0,861.0,1122.0,1010.0,1011.0,1625.0,983.0,685.0,1107.0,337.0,523.0,1192.0,1256.0,924.0,1729.0,974.0,880.0,348.0,481.0,742.0,573.0,249.0,473.0,596.0,231.0,675.0,824.0,1165.0,460.0,1164.0,1167.0,616.0,1166.0,708.0,1169.0,319.0,1168.0,508.0,876.0,691.0,1191.0,952.0,934.0,144.0,837.0,808.0,1176.0,1616.0,139.0,993.0,211.0,692.0,315.0,1644.0,1272.0,867.0,1146.0,1020.0,893.0,1515.0,1199.0,1545.0,1591.0,1420.0,1014.0,1172.0,1055.0,1584.0,1560.0,1018.0,122.0,1075.0,317.0,1463.0,1595.0,995.0,1161.0,1277.0,1478.0,501.0,1259.0,1015.0,929.0,42.0,1716.0,198.0,257.0,731.0,577.0,189.0,611.0,405.0,730.0,941.0,629.0,1174.0,733.0,712.0,263.0,732.0,725.0,1088.0,1118.0,1609.0,491.0,849.0,825.0,1736.0,1737.0,1197.0,1188.0,30.0,409.0,1497.0,653.0,823.0,217.0,133.0,1496.0,434.0,636.0,487.0,1070.0,1028.0,1153.0,1022.0,1026.0,226.0,1155.0,1261.0,1030.0,1156.0,565.0,942.0,259.0,1163.0,498.0,188.0,1086.0,56.0,183.0,599.0,204.0,958.0,971.0,528.0,138.0,1103.0,1069.0,1710.0,841.0,1041.0,687.0,280.0,1091.0,1566.0,123.0,977.0,193.0,1768.0,1032.0,1076.0,417.0,355.0,1746.0,1228.0,145.0,489.0,1396.0,149.0,241.0,451.0,1347.0,142.0,453.0,375.0,530.0,318.0,1040.0,851.0,1352.0,493.0,604.0,1795.0,431.0,1586.0,1417.0,1264.0,1048.0,1139.0,1085.0,639.0,1054.0,311.0,1527.0,464.0,514.0,1567.0,1409.0,1592.0,1225.0,1134.0,835.0,1187.0,1249.0,1039.0,1295.0,996.0,1196.0,1115.0,781.0,662.0,1582.0,1446.0,1510.0,352.0,379.0,990.0,1533.0,1574.0,109.0,485.0,1215.0,1512.0,1135.0,1429.0,1500.0,1523.0,1271.0,179.0,1278.0,1459.0,1467.0,1171.0,1173.0,1077.0,90.0,1490.0,1525.0,459.0,1170.0,1001.0,998.0,1491.0,1178.0,1141.0,1218.0,324.0,1287.0,404.0,814.0,140.0,1159.0,521.0,719.0,1009.0,684.0,973.0,757.0,1411.0,623.0,1387.0,646.0,1279.0,209.0,1576.0,1492.0,767.0,771.0,412.0,1765.0,12.0,1763.0,1739.0,894.0,95.0,293.0,627.0,63.0,895.0,61.0,1251.0,1293.0,1129.0,1437.0,1504.0,1214.0,1416.0,1535.0,1125.0,1288.0,1253.0,60.0,159.0,243.0,1183.0,1106.0,1234.0,1506.0,101.0,1471.0,199.0,649.0,1583.0,1391.0,638.0,285.0,1084.0,806.0,560.0,232.0,503.0,608.0,394.0,553.0,1529.0,1578.0,1775.0,4006.0,4007.0,1003.0,376.0,889.0,383.0,299.0,1408.0,301.0,850.0,382.0,1017.0,945.0,1585.0,385.0,247.0,1235.0,860.0,309.0,1143.0,287.0,1543.0,1389.0,829.0,329.0,367.0}
@attribute Origin {ORD,IAD,CLE,EWR,DTW,BOS,LGA,CAE,BDL,ISP,TPA,FLL,RSW,BUF,ROC,MCO,JAX,PBI,GSO,IAH,DEN,CHS,SFO,DFW,LAX,RDU,PIT,SLC,JFK,ATL,PHF,MSY,MDW,MIA,MEM,STL,ORF,SJU,RIC,DCA,SEA,MSP,PHL,MDT,HPN,BWI,SRQ,MHT,SYR,SDF,BTV,IND,BNA,HOU,SAV,PVD,PWM,PHX}
@attribute Dest {IAD,ATL,DEN,RIC,LGA,MSP,ORD,DTW,EWR,SLC,PIT,BOS,SJU,CLE,DFW,LAX,BDL,FLL,MCO,SFO,MIA,MSY,JFK,PBI,TPA,CHS,JAX,PHF,MEM,MDW,ROC,BUF,ISP,GSO,RDU,ORF,STL,IAH,CAE,RSW,SEA,DCA,PHL,CRW,HPN,BWI,SRQ,MDT,MHT,SYR,SDF,IND,BTV,HOU,SAV,BNA,PVD,PWM,PHX}
@attribute ArrDelay numeric

@data
5,945,UA,1237.0,IAD,JAX,-22
5,948,AA,290.0,ORD,IAD,-9
5,1000,US,172.0,IAD,PHF,-7
5,1000,UA,904.0,IAD,LGA,1
5,1000,UA,1423.0,EWR,IAD,-7
5,1000,NW,1165.0,IAD,MEM,-10
5,1000,UA,1298.0,IAD,BOS,-12
5,1000,UA,1023.0,BOS,IAD,-14
5,1001,UA,1132.0,IAD,DTW,-10
5,1002,UA,1428.0,IAD,BDL,7
5,1008,UA,1000.0,IAD,CLE,-13
5,1010,UA,1400.0,IAD,EWR,31
5,1010,UA,1577.0,BDL,IAD,-14
5,1015,UA,1553.0,CLE,IAD,-4
5,1018,UA,1280.0,IAD,BUF,-1
5,1020,DL,880.0,ATL,IAD,3
5,1023,UA,1144.0,IAD,ROC,5
5,1025,CO,158.0,IAD,DTW,2
5,1025,CO,206.0,IAD,BOS,-4
5,1030,CO,162.0,IAD,ISP,1
5,1046,UA,270.0,DEN,IAD,-6
5,1050,CO,778.0,DEN,IAD,1
5,1115,UA,523.0,IAD,ORD,-13
5,1120,US,348.0,PHF,IAD,0
5,1120,UA,1402.0,MSY,IAD,12
5,1125,UA,906.0,IAD,LGA,-11
5,1130,CO,700.0,IAD,EWR,1
5,1145,UA,907.0,LGA,IAD,-3
5,1150,EA,665.0,IAD,ATL,-15
5,1154,UA,1423.0,IAD,ORF,-9
5,1159,UA,1291.0,BOS,IAD,-12
5,1200,UA,1553.0,IAD,GSO,-25
5,1200,NW,460.0,DTW,IAD,-8
5,1200,CO,1621.0,IAD,DEN,13
5,1200,UA,1192.0,MCO,IAD,7
5,1202,UA,1555.0,BDL,IAD,-3
5,1202,UA,1577.0,IAD,MCO,-15
5,1204,UA,1023.0,IAD,RDU,-7
5,1205,CO,200.0,PBI,IAD,0
5,1210,UA,1619.0,CLE,IAD,-7
5,1210,UA,1145.0,DTW,IAD,-17
5,1210,EA,652.0,ATL,IAD,-5
5,1210,UA,1294.0,FLL,IAD,16
5,1215,UA,1283.0,EWR,IAD,-2
5,1218,UA,1554.0,MIA,IAD,20
5,1220,UA,1043.0,ROC,IAD,-12
5,1220,UA,1267.0,BUF,IAD,-9
5,1225,UA,1064.0,TPA,IAD,12
5,1225,UA,910.0,PBI,IAD,6
5,1225,UA,20.0,SFO,IAD,38
5,1230,US,348.0,IAD,PIT,2
5,1230,UA,909.0,LGA,IAD,-8
5,1230,TW,195.0,IAD,STL,-8
5,1230,UA,1256.0,JAX,IAD,3
5,1230,CO,1099.0,IAD,IAH,6
5,1230,CO,172.0,TPA,IAD,11
5,1235,AA,272.0,IAD,BDL,14
5,1235,CO,182.0,MCO,IAD,17
5,1240,CO,157.0,BOS,IAD,-20
5,1240,DL,539.0,IAD,ATL,-3
5,1250,NW,1164.0,MEM,IAD,2
5,1250,UA,54.0,LAX,IAD,-2
5,1255,CO,192.0,ISP,IAD,-13
5,1255,CO,177.0,DTW,IAD,-13
5,1311,AA,131.0,IAD,DFW,-3
5,1320,UA,1403.0,CHS,IAD,3
5,1320,NW,1258.0,MSP,IAD,-4
5,1325,CO,1092.0,IAH,IAD,-8
5,1325,CO,586.0,DEN,IAD,-9
5,1330,CO,741.0,EWR,IAD,-16
5,1330,AA,36.0,LAX,IAD,-12
5,1341,AA,567.0,BDL,IAD,2
5,1345,UA,1450.0,GSO,IAD,-5
5,1350,NW,1167.0,IAD,MEM,-13
5,1354,UA,1043.0,IAD,MSY,-1
5,1355,UA,907.0,IAD,CAE,-12
5,1356,UA,1267.0,IAD,MIA,-19
5,1400,UA,908.0,IAD,LGA,-6
5,1402,UA,1291.0,IAD,FLL,-14
5,1404,UA,1619.0,IAD,RSW,-7
5,1405,UA,112.0,ORD,IAD,-2
5,1410,UA,1555.0,IAD,GSO,2
5,1412,UA,1145.0,IAD,SRQ,-3
5,1415,UA,283.0,IAD,DEN,-1
5,1420,UA,909.0,IAD,MCO,-5
5,1436,AA,338.0,DFW,IAD,10
5,1441,UA,1427.0,IAD,TPA,-10
5,1450,UA,1451.0,IAD,JAX,-16
5,1450,UA,1002.0,MCO,IAD,6
5,1450,CO,157.0,IAD,MCO,-18
5,1450,CO,267.0,IAD,PBI,7
5,1450,CO,192.0,IAD,TPA,-11
5,1500,EA,541.0,IAD,ATL,-5
5,1510,US,481.0,IAD,PIT,7
5,1510,CO,1675.0,IAD,DEN,40
5,1515,UA,1184.0,IAD,DTW,-7
5,1520,CO,191.0,IAD,ISP,0
5,1520,CO,182.0,IAD,BOS,0
5,1524,DL,742.0,ATL,IAD,12
5,1525,CO,741.0,IAD,DTW,16
5,1526,UA,1450.0,IAD,CLE,9
5,1527,AA,567.0,IAD,DFW,9
5,1528,UA,1554.0,IAD,BDL,16
5,1530,UA,1294.0,IAD,EWR,5
5,1530,UA,344.0,DEN,IAD,8
5,1532,UA,1402.0,IAD,ROC,17
5,1535,CO,582.0,DEN,IAD,9
5,1550,UA,910.0,IAD,LGA,-9
5,1551,UA,1068.0,RDU,IAD,3
5,1551,UA,1224.0,GSO,IAD,-2
5,1554,UA,1154.0,CAE,IAD,11
5,1557,AA,236.0,ORD,IAD,7
5,1600,UA,915.0,LGA,IAD,-10
5,1605,NW,616.0,DTW,IAD,0
5,1605,UA,1405.0,MSY,IAD,21
5,1617,DL,932.0,SLC,IAD,-10
5,1620,NW,1166.0,MEM,IAD,0
5,1625,DL,573.0,IAD,ATL,5
5,1625,NW,449.0,IAD,MSP,9
5,1637,TW,674.0,STL,IAD,5
5,1655,UA,671.0,IAD,ORD,-3
5,1655,DL,1007.0,ATL,IAD,14
5,1655,UA,888.0,ORD,IAD,-9
5,1710,UA,916.0,ORF,IAD,19
5,1713,UA,1572.0,MIA,IAD,2
5,1715,NW,948.0,IAD,DTW,0
5,1715,UA,918.0,FLL,IAD,6
5,1715,UA,1404.0,RSW,IAD,5
5,1720,TW,863.0,IAD,SFO,-15
5,1721,AA,622.0,DFW,IAD,0
5,1728,UA,1068.0,IAD,BOS,6
5,1730,UA,539.0,BDL,IAD,10
5,1730,CO,165.0,BOS,IAD,-3
5,1730,UA,1238.0,JAX,IAD,6
5,1730,UA,1476.0,SRQ,IAD,0
5,1730,UA,55.0,IAD,LAX,0
5,1730,UA,57.0,IAD,SFO,-3
5,1732,UA,1002.0,IAD,CLE,14
5,1735,UA,1561.0,EWR,IAD,-4
5,1735,NW,708.0,MSP,IAD,-3
5,1736,UA,1224.0,IAD,BDL,13
5,1737,UA,1263.0,TPA,IAD,9
5,1740,UA,1154.0,IAD,EWR,9
5,1740,CO,549.0,ISP,IAD,-12
5,1740,UA,1425.0,DTW,IAD,-6
5,1745,UA,1575.0,CLE,IAD,-6
5,1745,UA,917.0,LGA,IAD,3
5,1745,UA,559.0,MCO,IAD,7
5,1745,TW,891.0,IAD,LAX,5
5,1750,CO,161.0,TPA,IAD,0
5,1754,UA,1505.0,ROC,IAD,2
5,1755,CO,154.0,MCO,IAD,1
5,1755,CO,480.0,PBI,IAD,4
5,1755,DL,249.0,IAD,SLC,6
5,1800,NW,1169.0,IAD,MEM,-3
5,1800,UA,347.0,IAD,DEN,4
5,1805,CO,718.0,DTW,IAD,1
5,1810,CO,1637.0,IAD,DEN,17
5,1810,AA,75.0,IAD,LAX,-10
5,1825,EA,932.0,SJU,IAD,17
5,1835,UA,916.0,IAD,LGA,15
5,1840,CO,848.0,IAH,IAD,30
5,1859,AA,33.0,IAD,DFW,-4
5,1905,CO,504.0,DEN,IAD,-1
5,1910,UA,346.0,DEN,IAD,4
5,1910,DL,1089.0,IAD,ATL,0
5,1915,UA,562.0,CLE,IAD,12
5,1925,UA,1477.0,EWR,IAD,2
5,1928,AA,121.0,IAD,ORD,4
5,1930,UA,1027.0,BDL,IAD,6
5,1930,UA,1575.0,IAD,CAE,-8
5,1932,UA,1505.0,IAD,RSW,-6
5,1933,UA,1621.0,IAD,PBI,2
5,1934,UA,539.0,IAD,MCO,1
5,1935,UA,1559.0,BOS,IAD,-5
5,1936,UA,1561.0,IAD,CHS,2
5,1938,UA,1425.0,IAD,FLL,4
5,1940,UA,917.0,IAD,RDU,-4
5,1945,EA,698.0,ATL,IAD,9
5,1945,CO,897.0,IAD,LAX,12
5,1950,UA,1479.0,IAD,JAX,-8
5,1950,CO,549.0,IAD,MCO,2
5,1950,CO,165.0,IAD,PBI,2
5,1950,UA,710.0,ORD,IAD,39
5,1959,AA,685.0,DFW,IAD,-11
5,2000,CO,785.0,EWR,IAD,-13
5,2000,UA,1127.0,IAD,TPA,30
5,2000,CO,197.0,IAD,TPA,223
5,2005,CO,718.0,IAD,EWR,11
5,2010,NW,319.0,IAD,DTW,0
5,2010,AA,924.0,ORD,IAD,1
5,2010,NW,1168.0,MEM,IAD,5
5,2014,TW,664.0,STL,IAD,0
5,2015,UA,921.0,LGA,IAD,2
5,2015,TW,549.0,IAD,STL,-7
5,2022,UA,1572.0,IAD,BUF,37
5,2025,UA,918.0,IAD,LGA,-4
5,2028,UA,1476.0,IAD,BDL,3
5,2030,UA,1404.0,IAD,ROC,66
5,2032,UA,559.0,IAD,CLE,11
5,2035,UA,1263.0,IAD,DTW,-1
5,2038,DL,844.0,ATL,IAD,1
5,2040,CO,1184.0,IAD,ISP,9
5,2040,CO,161.0,IAD,BOS,6
5,2045,UA,640.0,HPN,IAD,-5
5,2045,CO,480.0,IAD,DTW,1
5,2100,UA,562.0,IAD,EWR,8
5,2105,UA,54.0,IAD,BOS,6
5,2130,EA,932.0,IAD,CLE,5
5,2135,UA,59.0,IAD,SFO,-7
5,2135,US,596.0,PIT,IAD,3
5,2145,UA,1559.0,IAD,GSO,17
5,2200,CO,896.0,LAX,IAD,21
5,2217,AA,92.0,LAX,IAD,-9
5,2225,AA,97.0,IAD,LAX,-9
5,2230,UA,16.0,SFO,IAD,16
5,2333,DL,962.0,ATL,IAD,0
6,515,UA,797.0,IAD,CRW,-6
6,600,UA,899.0,ORD,IAD,-2
6,615,UA,631.0,IAD,HPN,-9
6,615,DL,357.0,IAD,ATL,3
6,615,UA,341.0,IAD,DEN,-9
6,625,CO,581.0,IAD,DEN,17
6,630,UA,902.0,CLE,IAD,-9
6,630,UA,1536.0,CAE,IAD,-5
6,635,EA,931.0,CLE,IAD,-14
6,635,UA,563.0,EWR,IAD,-20
6,645,UA,901.0,LGA,IAD,-9
6,645,UA,1095.0,DTW,IAD,-3
6,645,UA,1299.0,BOS,IAD,-9
6,650,CO,151.0,DTW,IAD,9
6,650,CO,160.0,BOS,IAD,0
6,650,NW,675.0,IAD,MSP,-5
6,655,UA,16.0,IAD,PHL,-4
6,655,UA,900.0,IAD,LGA,-8
6,700,UA,1465.0,BDL,IAD,-14
6,700,EA,509.0,IAD,ATL,-5
6,700,UA,1401.0,FLL,IAD,-6
6,705,UA,21.0,PHL,IAD,-3
6,705,CO,1185.0,ISP,IAD,-9
6,705,UA,1252.0,TPA,IAD,2
6,705,UA,1000.0,RSW,IAD,-2
6,705,UA,1144.0,PBI,IAD,-10
6,707,AA,985.0,IAD,ORD,-7
6,710,UA,1461.0,BUF,IAD,-1
6,720,UA,1021.0,ROC,IAD,-2
6,720,UA,1428.0,MCO,IAD,7
6,725,UA,1552.0,GSO,IAD,-4
6,725,UA,904.0,JAX,IAD,-4
6,725,CO,206.0,PBI,IAD,-6
6,730,UA,342.0,DEN,IAD,4
6,735,CO,180.0,TPA,IAD,-2
6,740,CO,845.0,IAD,IAH,-2
6,746,UA,401.0,IAD,ORD,-4
6,755,CO,670.0,IAD,EWR,-9
6,800,UA,97.0,IAD,LAX,-15
6,800,DL,231.0,IAD,SLC,-10
6,800,CO,1094.0,IAH,IAD,-14
6,800,TW,862.0,SFO,IAD,-6
6,800,US,591.0,IAD,PIT,9
6,800,UA,1062.0,IAD,BOS,-13
6,805,CO,584.0,DEN,IAD,49
6,810,EA,931.0,IAD,SJU,-15
6,810,UA,1400.0,CHS,IAD,5
6,812,AA,671.0,IAD,DFW,-11
6,815,UA,50.0,SFO,IAD,5
6,815,UA,902.0,IAD,LGA,-8
6,817,UA,1536.0,IAD,EWR,-3
6,823,AA,272.0,DFW,IAD,7
6,825,UA,1470.0,IAD,BDL,-10
6,825,CO,699.0,EWR,IAD,22
6,830,UA,1298.0,RDU,IAD,-7
6,835,US,172.0,PIT,IAD,3
6,840,TW,630.0,STL,IAD,3
6,845,UA,52.0,LAX,IAD,-2
6,845,AA,76.0,LAX,IAD,8
6,850,TW,890.0,LAX,IAD,34
6,853,UA,1095.0,IAD,FLL,50
6,900,CO,271.0,IAD,MCO,-9
6,900,UA,21.0,IAD,SFO,-20
6,900,UA,1579.0,IAD,MIA,-19
6,902,UA,1021.0,IAD,MSY,-13
6,904,UA,773.0,IAD,MCO,7
6,905,DL,1021.0,IAD,ATL,-11
6,905,CO,151.0,IAD,PBI,5
6,906,UA,1465.0,IAD,TPA,-2
6,910,CO,1729.0,IAD,DEN,9
6,910,UA,1107.0,IAD,PBI,17
6,912,UA,1461.0,IAD,CHS,20
6,915,TW,601.0,IAD,STL,-10
6,915,UA,175.0,IAD,DEN,-2
6,920,EA,548.0,ATL,IAD,-16
6,920,AA,77.0,IAD,LAX,-17
6,930,UA,905.0,LGA,IAD,-8
6,940,AA,337.0,IAD,ORD,-12
6,944,DL,974.0,SLC,IAD,1
6,945,UA,1237.0,IAD,JAX,-26
6,948,AA,290.0,ORD,IAD,-8
6,1000,US,172.0,IAD,PHF,-5
6,1000,UA,1423.0,EWR,IAD,-5
6,1000,NW,1165.0,IAD,MEM,-7
6,1000,UA,1298.0,IAD,BOS,-15
6,1000,UA,1023.0,BOS,IAD,-3
6,1001,UA,1132.0,IAD,DTW,-13
6,1002,UA,1428.0,IAD,BDL,-9
6,1008,UA,1000.0,IAD,CLE,-3
6,1010,UA,1400.0,IAD,EWR,11
6,1010,UA,1577.0,BDL,IAD,-1
6,1018,UA,1280.0,IAD,BUF,-3
6,1020,DL,880.0,ATL,IAD,7
6,1023,UA,1144.0,IAD,ROC,-1
6,1025,CO,158.0,IAD,DTW,14
6,1025,CO,206.0,IAD,BOS,-18
6,1046,UA,270.0,DEN,IAD,3
6,1050,CO,778.0,DEN,IAD,4
6,1115,UA,523.0,IAD,ORD,-3
6,1120,US,348.0,PHF,IAD,0
6,1120,UA,1402.0,MSY,IAD,-5
6,1125,UA,906.0,IAD,LGA,12
6,1130,CO,700.0,IAD,EWR,-7
6,1150,EA,665.0,IAD,ATL,-11
6,1154,UA,1423.0,IAD,ORF,-11
6,1159,UA,1291.0,BOS,IAD,-3
6,1200,NW,460.0,DTW,IAD,-3
6,1200,CO,1621.0,IAD,DEN,-4
6,1200,UA,1192.0,MCO,IAD,16
6,1202,UA,1555.0,BDL,IAD,-9
6,1202,UA,1577.0,IAD,MCO,-10
6,1204,UA,1023.0,IAD,RDU,-10
6,1210,UA,1619.0,CLE,IAD,-9
6,1210,UA,1145.0,DTW,IAD,-4
6,1210,EA,652.0,ATL,IAD,1
6,1210,UA,1294.0,FLL,IAD,50
6,1215,UA,1283.0,EWR,IAD,2
6,1218,UA,1554.0,MIA,IAD,8
6,1220,UA,1043.0,ROC,IAD,7
6,1220,UA,1267.0,BUF,IAD,-1
6,1225,UA,1712.0,TPA,IAD,14
6,1225,UA,910.0,PBI,IAD,32
6,1225,UA,20.0,SFO,IAD,49
6,1230,US,348.0,IAD,PIT,3
6,1230,UA,909.0,LGA,IAD,-1
6,1230,TW,195.0,IAD,STL,-20
6,1230,UA,1256.0,JAX,IAD,-11
6,1230,CO,172.0,TPA,IAD,11
6,1235,AA,272.0,IAD,BDL,-7
6,1235,CO,182.0,MCO,IAD,20
6,1240,CO,157.0,BOS,IAD,-10
6,1240,DL,539.0,IAD,ATL,-2
6,1250,NW,1164.0,MEM,IAD,-3
6,1250,UA,54.0,LAX,IAD,14
6,1255,CO,177.0,DTW,IAD,-9
6,1311,AA,131.0,IAD,DFW,-15
6,1320,US,340.0,PIT,IAD,0
6,1320,UA,1403.0,CHS,IAD,3
6,1320,NW,1258.0,MSP,IAD,13
6,1325,CO,1092.0,IAH,IAD,23
6,1325,CO,586.0,DEN,IAD,62
6,1330,AA,36.0,LAX,IAD,17
6,1341,AA,567.0,BDL,IAD,4
6,1350,NW,1167.0,IAD,MEM,-28
6,1354,UA,1043.0,IAD,MSY,-6
6,1355,UA,907.0,IAD,CAE,-4
6,1356,UA,1267.0,IAD,MIA,-10
6,1402,UA,1291.0,IAD,FLL,-8
6,1404,UA,1619.0,IAD,RSW,-16
6,1405,UA,112.0,ORD,IAD,-3
6,1410,UA,1555.0,IAD,GSO,-2
6,1412,UA,1145.0,IAD,SRQ,-7
6,1415,UA,283.0,IAD,DEN,-16
6,1420,UA,909.0,IAD,MCO,-7
6,1436,AA,338.0,DFW,IAD,18
6,1441,UA,1427.0,IAD,TPA,4
6,1450,UA,1451.0,IAD,JAX,-20
6,1450,UA,1002.0,MCO,IAD,2
6,1450,CO,157.0,IAD,MCO,-13
6,1450,CO,267.0,IAD,PBI,-1
6,1450,CO,192.0,IAD,TPA,9
6,1500,EA,541.0,IAD,ATL,-8
6,1510,US,481.0,IAD,PIT,2
6,1510,CO,1675.0,IAD,DEN,-7
6,1515,UA,1184.0,IAD,DTW,13
6,1520,CO,191.0,IAD,ISP,-10
6,1520,CO,182.0,IAD,BOS,-14
6,1522,UA,1712.0,IAD,BOS,8
6,1524,DL,742.0,ATL,IAD,17
6,1526,UA,1450.0,IAD,CLE,14
6,1527,AA,567.0,IAD,DFW,-32
6,1528,UA,1554.0,IAD,BDL,6
6,1530,UA,1294.0,IAD,EWR,22
6,1530,UA,344.0,DEN,IAD,14
6,1532,UA,1402.0,IAD,ROC,19
6,1535,CO,582.0,DEN,IAD,21
6,1550,UA,910.0,IAD,LGA,-6
6,1551,UA,1068.0,RDU,IAD,3
6,1551,UA,1224.0,GSO,IAD,-8
6,1557,AA,236.0,ORD,IAD,5
6,1605,NW,616.0,DTW,IAD,-5
6,1605,UA,1405.0,MSY,IAD,21
6,1617,DL,932.0,SLC,IAD,4
6,1625,DL,573.0,IAD,ATL,3
6,1625,NW,449.0,IAD,MSP,-12
6,1637,TW,674.0,STL,IAD,9
6,1655,UA,671.0,IAD,ORD,10
6,1655,DL,1007.0,ATL,IAD,21
6,1655,UA,888.0,ORD,IAD,1
6,1700,US,116.0,PIT,IAD,0
6,1710,UA,916.0,ORF,IAD,-2
6,1713,UA,1572.0,MIA,IAD,-2
6,1715,UA,918.0,FLL,IAD,15
6,1715,UA,1404.0,RSW,IAD,-2
6,1720,TW,863.0,IAD,SFO,-25
6,1721,AA,622.0,DFW,IAD,7
6,1725,UA,1025.0,BOS,IAD,-7
6,1728,UA,1068.0,IAD,BOS,-11
6,1730,UA,539.0,BDL,IAD,35
6,1730,CO,165.0,BOS,IAD,-10
6,1730,UA,1238.0,JAX,IAD,-6
6,1730,CO,847.0,IAD,IAH,-23
6,1730,UA,1476.0,SRQ,IAD,-1
6,1730,UA,55.0,IAD,LAX,-21
6,1730,UA,57.0,IAD,SFO,-18
6,1732,UA,1002.0,IAD,CLE,-7
6,1735,UA,1561.0,EWR,IAD,-12
6,1736,UA,1224.0,IAD,BDL,-4
6,1737,UA,1263.0,TPA,IAD,15
6,1740,CO,549.0,ISP,IAD,-2
6,1740,UA,1425.0,DTW,IAD,-9
6,1745,UA,1575.0,CLE,IAD,-4
6,1745,UA,917.0,LGA,IAD,4
6,1745,UA,559.0,MCO,IAD,13
6,1745,TW,891.0,IAD,LAX,-25
6,1750,CO,161.0,TPA,IAD,6
6,1754,UA,1505.0,ROC,IAD,4
6,1755,CO,154.0,MCO,IAD,12
6,1755,CO,480.0,PBI,IAD,9
6,1755,DL,249.0,IAD,SLC,-25
6,1800,NW,1169.0,IAD,MEM,-21
6,1800,UA,347.0,IAD,DEN,-31
6,1810,CO,1637.0,IAD,DEN,-5
6,1810,AA,75.0,IAD,LAX,-5
6,1820,US,473.0,IAD,PIT,-3
6,1824,EA,946.0,SJU,IAD,46
6,1835,UA,916.0,IAD,LGA,-7
6,1840,CO,848.0,IAH,IAD,4
6,1859,AA,33.0,IAD,DFW,-16
6,1905,CO,504.0,DEN,IAD,19
6,1910,DL,1089.0,IAD,ATL,-10
6,1928,AA,121.0,IAD,ORD,-4
6,1932,UA,1505.0,IAD,RSW,-3
6,1933,UA,1621.0,IAD,PBI,10
6,1934,UA,539.0,IAD,MCO,5
6,1935,UA,1559.0,BOS,IAD,-12
6,1936,UA,1561.0,IAD,CHS,-11
6,1938,UA,1425.0,IAD,FLL,-5
6,1945,NW,876.0,BWI,IAD,8
6,1945,EA,698.0,ATL,IAD,34
6,1945,CO,897.0,IAD,LAX,23
6,1950,UA,1479.0,IAD,JAX,-7
6,1950,CO,549.0,IAD,MCO,-23
6,1950,CO,165.0,IAD,PBI,-11
6,1950,UA,710.0,ORD,IAD,10
6,1959,AA,685.0,DFW,IAD,28
6,2000,UA,1127.0,IAD,TPA,-7
6,2000,CO,197.0,IAD,TPA,-14
6,2006,UA,939.0,IAD,ORD,-19
6,2010,AA,924.0,ORD,IAD,7
6,2010,NW,1168.0,MEM,IAD,10
